"player_name","kickoff_time","GW","season","total_points","automl"
"Tyrick Mitchell",1609545600000,17,2020,6,3.2342491284396253
"Tyrone Mings",1609459200000,17,2020,1,2.6538062429261675
"Vicente Guaita",1609545600000,17,2020,7,4.027089694885527
"Vladimir Coufal",1609459200000,17,2020,6,3.2098498525315464
"Wesley Fofana",1609632000000,17,2020,2,3.280974922797002
"Wilfred Ndidi",1609632000000,17,2020,2,2.9587722129721894
"Wilfried Zaha",1609545600000,17,2020,3,4.657354975174872
"Willian Borges Da Silva",1609545600000,17,2020,1,1.821165558713621
"Xherdan Shaqiri",1609718400000,17,2020,0,1.2453549606693366
"Yan Valery",1609718400000,17,2020,1,0.748007065400983
"Yerry Mina",1609459200000,17,2020,2,4.090446814326243
"Youri Tielemans",1609632000000,17,2020,7,3.663403651006169
"Yves Bissouma",1609545600000,17,2020,0,2.4320528276749473
"Zack Steffen",1609632000000,17,2020,2,2.67667719173161
"Çaglar Söyüncü",1609632000000,17,2020,1,1.607888118756347
"Aaron Ramsdale",1610409600000,18,2020,9,3.2347254802964507
"Aaron Wan-Bissaka",1610409600000,18,2020,6,3.789461051994591
"Abdoulaye Doucouré",1610409600000,18,2020,1,2.3472509119953853
"Aboubakar Kamara",1610496000000,18,2020,1,0.6498822587560398
"Adam Webster",1610496000000,18,2020,1,1.68426227851596
"Ademola Lookman",1610496000000,18,2020,4,1.1225516147262307
"Ainsley Maitland-Niles",1610582400000,18,2020,6,2.9894414423090714
"Alex Iwobi",1610409600000,18,2020,8,2.8491383041580174
"Alexandre Lacazette",1610582400000,18,2020,2,4.70473434845786
"Alexis Mac Allister",1610496000000,18,2020,2,2.2148207757480542
"Alphonse Areola",1610496000000,18,2020,3,2.8837556954933596
"Andros Townsend",1610582400000,18,2020,3,2.9569570538738716
"André Filipe Tavares Gomes",1610409600000,18,2020,4,0.7411029439902086
"André-Frank Zambo Anguissa",1610496000000,18,2020,1,2.2295259787263384
"Andy Carroll",1610409600000,18,2020,1,2.0976656037138017
"Anthony Martial",1610409600000,18,2020,2,5.408982578138629
"Antonee Robinson",1610496000000,18,2020,2,2.4892351126736325
"Ashley Barnes",1610409600000,18,2020,2,3.7343377903018493
"Ashley Westwood",1610409600000,18,2020,1,2.8247569404873114
"Axel Tuanzebe",1610409600000,18,2020,1,1.1304045170022912
"Ben Godfrey",1610409600000,18,2020,2,2.335871113772481
"Ben Mee",1610409600000,18,2020,2,3.6893390971956714
"Ben Osborn",1610409600000,18,2020,3,2.550664632967377
"Ben White",1610496000000,18,2020,2,1.2270310243277889
"Bernardo Fernandes da Silva Junior",1610496000000,18,2020,2,1.9180352719128364
"Bernardo Mota Veiga de Carvalho e Silva",1610496000000,18,2020,3,4.692863516698718
"Bernd Leno",1610582400000,18,2020,6,4.323336370446843
"Billy Sharp",1610409600000,18,2020,5,1.7774325199884344
"Bobby Decordova-Reid",1610496000000,18,2020,2,2.889424876366723
"Bruno Miguel Borges Fernandes",1610409600000,18,2020,2,7.2039123534127905
"Bukayo Saka",1610582400000,18,2020,3,4.416740802928642
"Callum Wilson",1610409600000,18,2020,2,4.7447464952699345
"Carlos Vinicius Alves Morais",1610496000000,18,2020,1,2.007613351649005
"Cheikhou Kouyaté",1610582400000,18,2020,3,2.255230589686587
"Chris Basham",1610409600000,18,2020,1,2.3651779965095376
"Chris Wood",1610409600000,18,2020,2,4.244951149699535
"Christian Benteke",1610582400000,18,2020,2,3.0829879882698874
"Ciaran Clark",1610409600000,18,2020,2,3.591737201535335
"Conor Coady",1610409600000,18,2020,1,2.9537004506367026
"Dan Burn",1610496000000,18,2020,2,1.4432218019703111
"Daniel Ceballos Fernández",1610582400000,18,2020,3,2.863529710042472
"David Luiz Moreira Marinho",1610582400000,18,2020,5,3.179089573295504
"David McGoldrick",1610409600000,18,2020,1,3.0981227433946175
"David de Gea",1610409600000,18,2020,6,3.3791968303728517
"Davinson Sánchez",1610496000000,18,2020,2,3.3194227184367944
"Davy Pröpper",1610496000000,18,2020,2,1.8922736048695037
"DeAndre Yedlin",1610409600000,18,2020,2,3.076690298627117
"Dwight McNeil",1610409600000,18,2020,1,1.3527481563335753
"Eberechi Eze",1610582400000,18,2020,3,2.7467685433311746
"Ederson Santana de Moraes",1610496000000,18,2020,6,4.386256992736875
"Edinson Cavani",1610409600000,18,2020,2,3.925432743678247
"Edward Nketiah",1610582400000,18,2020,1,1.5973209219257392
"Emile Smith Rowe",1610582400000,18,2020,3,3.6811716671856596
"Eric Bailly",1610409600000,18,2020,7,2.795200095059358
"Eric Dier",1610496000000,18,2020,2,3.838471262582517
"Erik Lamela",1610496000000,18,2020,1,2.155668984115684
"Erik Pieters",1610409600000,18,2020,2,3.24762657789292
"Ethan Ampadu",1610409600000,18,2020,9,2.45874163288811
"Fabian Schär",1610409600000,18,2020,1,3.293545546913347
"Fabio Silva",1610409600000,18,2020,2,3.3713117999811493
"Federico Fernández",1610409600000,18,2020,2,3.271902684201411
"Gabriel Fernando de Jesus",1610496000000,18,2020,1,2.713445987625818
"Granit Xhaka",1610582400000,18,2020,3,2.6658564015822694
"Gylfi Sigurdsson",1610409600000,18,2020,2,3.225767059991341
"Harrison Reed",1610496000000,18,2020,2,1.8733048015206002
"Harry Kane",1610496000000,18,2020,8,7.2931493626123345
"Harry Maguire",1610409600000,18,2020,6,3.520593009866703
"Harry Winks",1610496000000,18,2020,2,2.4610032345746387
"Heung-Min Son",1610496000000,18,2020,2,7.75336971040174
"Hugo Lloris",1610496000000,18,2020,3,5.518104003428887
"Héctor Bellerín",1610582400000,18,2020,8,3.6332372913135735
"Ilkay Gündogan",1610496000000,18,2020,3,3.7194170800069264
"Isaac Hayden",1610409600000,18,2020,1,2.7999593540454732
"Ivan Ricardo Neves Abreu Cavaleiro",1610496000000,18,2020,8,2.8645350336419417
"Jacob Murphy",1610409600000,18,2020,1,1.4441613414953887
"James McArthur",1610582400000,18,2020,3,2.3319565071029893
"James McCarthy",1610582400000,18,2020,1,0.47643982434274695
"James Rodríguez",1610409600000,18,2020,2,3.7292477197122147
"James Tarkowski",1610409600000,18,2020,2,2.88158194590893
"James Tomkins",1610582400000,18,2020,5,2.2138524023923836
"Jay Rodriguez",1610409600000,18,2020,1,1.4030315750039608
"Jayden Bogle",1610409600000,18,2020,6,2.9911158585354767
"Jeff Hendrick",1610409600000,18,2020,2,2.8982557060878724
"Joachim Andersen",1610496000000,18,2020,1,2.514904801724397
"Joel Ward",1610582400000,18,2020,6,2.1440079000830456
"Johann Berg Gudmundsson",1610409600000,18,2020,2,3.387744758883397
"John Egan",1610409600000,18,2020,7,2.386633263739613
"John Fleck",1610409600000,18,2020,3,2.8462565473766275
"John Lundstram",1610409600000,18,2020,3,3.5078594574473407
"John Stones",1610496000000,18,2020,6,3.752342785045816
"Jordan Ayew",1610582400000,18,2020,1,1.087061701438193
"Jordan Pickford",1610409600000,18,2020,2,2.9063322428317693
"Josh Brownhill",1610409600000,18,2020,2,2.709237254203299
"Josh Onomah",1610496000000,18,2020,1,0.713339417843559
"João Filipe Iria Santos Moutinho",1610409600000,18,2020,2,2.812148597668251
"João Pedro Cavaco Cancelo",1610496000000,18,2020,6,4.4509920324521195
"Joël Veltman",1610496000000,18,2020,1,1.4809520667494434
"Karl Darlow",1610409600000,18,2020,2,3.6049842333045254
"Kenny Tete",1610496000000,18,2020,2,2.1522778969688194
"Kevin De Bruyne",1610496000000,18,2020,6,8.206042715796098
"Ki-Jana Hoever",1610409600000,18,2020,0,1.344395916269178
"Leander Dendoncker",1610409600000,18,2020,2,2.978113956383506
"Leandro Trossard",1610496000000,18,2020,2,2.599533025430834
"Lewis Dunk",1610496000000,18,2020,2,1.8516754160520632
"Lucas Digne",1610409600000,18,2020,5,2.66856236266042
"Luka Milivojevic",1610582400000,18,2020,3,2.358418433710111
"Luke Shaw",1610409600000,18,2020,7,3.4489647058526365
"Marcus Rashford",1610409600000,18,2020,6,6.281044976162148
"Mason Greenwood",1610409600000,18,2020,1,2.0276958209116627
"Mason Holgate",1610409600000,18,2020,1,2.895098357819432
"Matej Vydra",1610409600000,18,2020,1,1.6316337991815357
"Matt Ritchie",1610409600000,18,2020,1,1.8093100468855878
"Matthew Lowton",1610409600000,18,2020,2,2.976527418049255
"Michael Keane",1610409600000,18,2020,11,2.8263417581271972
"Morgan Gibbs-White",1610409600000,18,2020,2,2.7322904116977655
"Moussa Sissoko",1610496000000,18,2020,2,3.502764658674344
"Neal Maupay",1610496000000,18,2020,1,1.2143015737055665
"Nemanja Matic",1610409600000,18,2020,3,2.608365693533167
"Nick Pope",1610409600000,18,2020,4,4.011016548220543
"Nicolas Pépé",1610582400000,18,2020,1,1.9849422972020583
"Nélson Cabral Semedo",1610409600000,18,2020,0,3.276509420645368
"Ola Aina",1610496000000,18,2020,2,2.2321683212490018
"Oleksandr Zinchenko",1610496000000,18,2020,8,4.240600848975705
"Oliver Burke",1610409600000,18,2020,1,2.6227193955310426
"Oliver Norwood",1610409600000,18,2020,3,2.431976780665104
"Patrick Cutrone",1610409600000,18,2020,1,1.127925074657427
"Paul Dummett",1610409600000,18,2020,2,3.699753310861353
"Paul Pogba",1610409600000,18,2020,11,4.140272520147665
"Pedro Lomba Neto",1610409600000,18,2020,2,4.634597610424269
"Percy Tau",1610496000000,18,2020,2,2.097742439597195
"Phil Foden",1610496000000,18,2020,11,4.271957477210256
"Phil Jagielka",1610409600000,18,2020,1,0.8793195127885407
"Pierre-Emerick Aubameyang",1610582400000,18,2020,3,5.92953788069427
"Pierre-Emile Højbjerg",1610496000000,18,2020,1,3.1951934682831444
"Raheem Sterling",1610496000000,18,2020,-1,3.9393841022120997
"Rayan Ait Nouri",1610409600000,18,2020,6,3.5286633900235262
"Reda Khadra",1610496000000,18,2020,1,0.38419436427806103
"Rhian Brewster",1610409600000,18,2020,1,1.2135511091039264
"Richarlison de Andrade",1610409600000,18,2020,1,1.832679468487707
"Riyad Mahrez",1610496000000,18,2020,3,6.25501010201554
"Rob Holding",1610582400000,18,2020,6,3.567064659443195
"Robbie Brady",1610409600000,18,2020,3,2.9258458636874907
"Robert Sánchez",1610496000000,18,2020,3,1.9489720942646742
"Rodrigo Hernandez",1610496000000,18,2020,3,3.5384586566532654
"Romain Saïss",1610409600000,18,2020,1,3.7612107292683605
"Ruben Loftus-Cheek",1610496000000,18,2020,2,2.5876310800960773
"Rui Pedro dos Santos Patrício",1610409600000,18,2020,1,3.877937815155742
"Ryan Fraser",1610409600000,18,2020,-2,3.368325203434986
"Rúben Diogo da Silva Neves",1610409600000,18,2020,7,3.513017949832855
"Rúben Santos Gato Alves Dias",1610496000000,18,2020,7,4.326662417166782
"Scott McTominay",1610409600000,18,2020,1,1.2370544375088472
"Seamus Coleman",1610409600000,18,2020,1,0.7758088083673589
"Sean Longstaff",1610409600000,18,2020,2,2.964103633605009
"Serge Aurier",1610496000000,18,2020,2,4.400397662055866
"Sergio Reguilón",1610496000000,18,2020,8,4.583192597058128
"Solomon March",1610496000000,18,2020,1,0.6882982777218054
"Tanguy Ndombele",1610496000000,18,2020,2,3.877297341386038
"Thomas Partey",1610582400000,18,2020,1,0.9407207438229062
"Tom Davies",1610409600000,18,2020,2,1.9295774986066814
"Tosin Adarabioyo",1610496000000,18,2020,2,2.405810437546533
"Tyrick Mitchell",1610582400000,18,2020,8,2.4229033282923735
"Vicente Guaita",1610582400000,18,2020,10,2.9636765487785572
"Wilfried Zaha",1610582400000,18,2020,3,4.013330951992644
"Yerry Mina",1610409600000,18,2020,2,2.8807346697515492
"Aaron Cresswell",1610755200000,19,2020,8,3.8248304668482014
"Aaron Cresswell",1611014400000,19,2020,2,4.7136280412691836
"Aaron Ramsdale",1610841600000,19,2020,1,3.0732451072742952
"Aaron Wan-Bissaka",1610841600000,19,2020,6,2.6691022492670067
"Aaron Wan-Bissaka",1611100800000,19,2020,2,3.8969292082379083
"Aboubakar Kamara",1610755200000,19,2020,1,0.6842370180006235
"Aboubakar Kamara",1611100800000,19,2020,1,0.6469489460312479
"Adam Webster",1610755200000,19,2020,5,3.342050491891572
"Adama Traoré",1610755200000,19,2020,2,4.047023079133785
"Ademola Lookman",1610755200000,19,2020,1,3.460105688660258
"Ademola Lookman",1611100800000,19,2020,7,3.3487730153828874
"Aleksandar Mitrović",1611100800000,19,2020,1,1.2852230080203482
"Alex McCarthy",1610755200000,19,2020,1,3.9078063278849693
"Alex Oxlade-Chamberlain",1611187200000,19,2020,1,3.1069103728017846
"Alexandre Lacazette",1610928000000,19,2020,2,4.024042574304498
"Alexis Mac Allister",1610755200000,19,2020,6,2.875765950987754
"Alisson Ramses Becker",1610841600000,19,2020,10,4.847825125526564
"Alisson Ramses Becker",1611187200000,19,2020,3,4.895829527545983
"Allan Saint-Maximin",1611360000000,19,2020,1,1.0989552868154624
"Alphonse Areola",1610755200000,19,2020,3,3.821195150711237
"Alphonse Areola",1611100800000,19,2020,2,3.652063236951801
"Andrew Robertson",1610841600000,19,2020,6,4.522352453254068
"Andrew Robertson",1611187200000,19,2020,2,5.320077672634861
"Andriy Yarmolenko",1610755200000,19,2020,1,1.6477987058004595
"Andriy Yarmolenko",1611014400000,19,2020,4,2.0657603028742515
"Andros Townsend",1610841600000,19,2020,2,2.3682663726412305
"André-Frank Zambo Anguissa",1610755200000,19,2020,2,2.5119756005231824
"André-Frank Zambo Anguissa",1611100800000,19,2020,6,2.456341867226663
"Andy Carroll",1610928000000,19,2020,2,2.6041784234525034
"Andy Carroll",1611360000000,19,2020,1,2.6160398014981356
"Angelo Ogbonna",1610755200000,19,2020,5,3.5845190803524853
"Angelo Ogbonna",1611014400000,19,2020,2,4.470637472326952
"Anthony Martial",1610841600000,19,2020,2,4.558292598511751
"Anthony Martial",1611100800000,19,2020,2,5.445577165229266
"Antonee Robinson",1610755200000,19,2020,-2,2.6502367141823604
"Antonio Rüdiger",1610755200000,19,2020,8,3.1413192830861907
"Antonio Rüdiger",1611014400000,19,2020,1,3.1110649295265844
"Anwar El Ghazi",1611100800000,19,2020,1,1.8296939247759931
"Anwar El Ghazi",1611360000000,19,2020,1,2.291937427327748
"Ashley Barnes",1610755200000,19,2020,1,3.4736459689680785
"Ashley Barnes",1611187200000,19,2020,7,2.519938316657727
"Ashley Westwood",1610755200000,19,2020,2,3.1067966683876547
"Ashley Westwood",1611187200000,19,2020,3,2.064513553372376
"Ayoze Pérez",1610755200000,19,2020,1,1.9150614426599422
"Ayoze Pérez",1611014400000,19,2020,1,1.7092081536132513
"Ben Davies",1610841600000,19,2020,2,2.93102984088
"Ben Mee",1610755200000,19,2020,2,3.4384286878110624
"Ben Mee",1611187200000,19,2020,7,1.8292813304148219
"Ben White",1610755200000,19,2020,6,3.0498099497524027
"Benjamin Chilwell",1610755200000,19,2020,6,4.756668555755714
"Benjamin Chilwell",1611014400000,19,2020,1,3.7958871933968252
"Bernardo Mota Veiga de Carvalho e Silva",1610841600000,19,2020,1,4.7460235285265275
"Bernardo Mota Veiga de Carvalho e Silva",1611100800000,19,2020,9,3.9470357968856495
"Bernd Leno",1610928000000,19,2020,6,4.355341308111977
"Bertrand Traoré",1611100800000,19,2020,3,3.1929985400239023
"Bertrand Traoré",1611360000000,19,2020,8,4.71515892417548
"Billy Sharp",1610841600000,19,2020,1,1.6550526952154874
"Bobby Decordova-Reid",1610755200000,19,2020,1,3.3423159978257204
"Bruno Miguel Borges Fernandes",1610841600000,19,2020,3,6.034679154971481
"Bruno Miguel Borges Fernandes",1611100800000,19,2020,5,7.903983560652863
"Bukayo Saka",1610928000000,19,2020,9,4.03209887963759
"Callum Hudson-Odoi",1610755200000,19,2020,1,2.069432238790601
"Callum Hudson-Odoi",1611014400000,19,2020,2,3.0608912660740266
"Callum Robinson",1610755200000,19,2020,9,2.643601861358958
"Callum Robinson",1611014400000,19,2020,2,2.768968399352959
"Callum Wilson",1610928000000,19,2020,2,3.989937515602029
"Callum Wilson",1611360000000,19,2020,2,4.268539172226773
"Carlos Vinicius Alves Morais",1610841600000,19,2020,1,1.6416268536009555
"Charlie Taylor",1611187200000,19,2020,1,1.933598261357174
"Che Adams",1610755200000,19,2020,2,3.397075876869709
"Chris Basham",1610841600000,19,2020,1,2.2138468648972633
"Chris Wood",1610755200000,19,2020,2,3.9637948279143744
"Chris Wood",1611187200000,19,2020,2,3.232303231374425
"Christian Pulisic",1610755200000,19,2020,3,5.585878322026161
"Christian Pulisic",1611014400000,19,2020,2,4.204107220918958
"Ciaran Clark",1610928000000,19,2020,1,2.6146521046455167
"Conor Coady",1610755200000,19,2020,1,3.462197575869117
"Conor Gallagher",1611014400000,19,2020,1,2.510251531812696
"Craig Dawson",1610755200000,19,2020,6,3.3358167661382168
"Craig Dawson",1611014400000,19,2020,2,3.949434529538756
"Curtis Jones",1610841600000,19,2020,1,1.5194321450238024
"Cédric Soares",1610928000000,19,2020,12,2.9639609494254944
"César Azpilicueta",1610755200000,19,2020,5,3.845677700182804
"Dan Burn",1610755200000,19,2020,6,3.5362119175992994
"Daniel N'Lundulu",1610755200000,19,2020,1,1.0329567306643845
"Dara O'Shea",1610755200000,19,2020,1,1.767480359449471
"Dara O'Shea",1611014400000,19,2020,1,1.8088270671238111
"Darnell Furlong",1610755200000,19,2020,1,0.7727159604596833
"Darnell Furlong",1611014400000,19,2020,1,0.8047958377755488
"David Button",1610755200000,19,2020,2,2.486244469530601
"David Luiz Moreira Marinho",1610928000000,19,2020,6,3.286928163867374
"David McGoldrick",1610841600000,19,2020,7,3.075471052881367
"David de Gea",1610841600000,19,2020,7,2.687278684861735
"David de Gea",1611100800000,19,2020,3,4.0324574433348035
"Davinson Sánchez",1610841600000,19,2020,1,1.2387027876396939
"Davy Pröpper",1610755200000,19,2020,1,1.2953618184650222
"Declan Rice",1610755200000,19,2020,3,3.259682778165169
"Declan Rice",1611014400000,19,2020,2,3.762587395722073
"Divock Origi",1610841600000,19,2020,1,1.2592152679509954
"Divock Origi",1611187200000,19,2020,1,4.3793009546935915
"Douglas Luiz Soares de Paulo",1611100800000,19,2020,2,1.8754401780694976
"Douglas Luiz Soares de Paulo",1611360000000,19,2020,3,3.087168373854824
"Dwight Gayle",1611360000000,19,2020,1,1.7642282811393708
"Dwight McNeil",1610755200000,19,2020,1,1.392316986105134
"Dwight McNeil",1611187200000,19,2020,3,2.5276870204935333
"Eberechi Eze",1610841600000,19,2020,2,2.356727181986814
"Ederson Santana de Moraes",1610841600000,19,2020,6,4.928963245692036
"Ederson Santana de Moraes",1611100800000,19,2020,7,4.457350245005189
"Edinson Cavani",1610841600000,19,2020,1,1.915945863614422
"Edinson Cavani",1611100800000,19,2020,7,4.166557872717313
"Edouard Mendy",1610755200000,19,2020,6,3.9630559011465225
"Edouard Mendy",1611014400000,19,2020,2,3.4781859355283724
"Elliot Anderson",1610928000000,19,2020,1,0.7473276077124708
"Emil Krafth",1610928000000,19,2020,1,2.359480993637263
"Emile Smith Rowe",1610928000000,19,2020,6,3.625195742900556
"Emiliano Martínez",1611100800000,19,2020,3,3.2652086635028597
"Emiliano Martínez",1611360000000,19,2020,6,4.543478384079156
"Enda Stevens",1610841600000,19,2020,1,2.239012974234005
"Eric Bailly",1611100800000,19,2020,2,3.9005895108518644
"Eric Dier",1610841600000,19,2020,2,3.106120612837682
"Erik Pieters",1610755200000,19,2020,2,3.5133638062671824
"Erik Pieters",1611187200000,19,2020,1,0.8238639995117577
"Ethan Ampadu",1610841600000,19,2020,0,2.2860409421835843
"Ezgjan Alioski",1610755200000,19,2020,2,3.909880402974298
"Ezri Konsa Ngoyo",1611100800000,19,2020,1,1.6184382462378462
"Ezri Konsa Ngoyo",1611360000000,19,2020,8,3.8510934956051806
"Fabian Schär",1611360000000,19,2020,0,2.3553447189452754
"Fabio Henrique Tavares",1610841600000,19,2020,2,2.9615193938986577
"Fabio Henrique Tavares",1611187200000,19,2020,1,3.9444165472199124
"Fabio Silva",1610755200000,19,2020,6,3.570733854789512
"Fernando Luiz Rosa",1610841600000,19,2020,6,3.343009202449723
"Ferran Torres",1610841600000,19,2020,4,2.208282901476779
"Francisco Casilla Cortés",1610755200000,19,2020,2,2.7918463793078168
"Frederico Rodrigues de Paula Santos",1610841600000,19,2020,3,1.9700893740035492
"Frederico Rodrigues de Paula Santos",1611100800000,19,2020,2,3.105644353081499
"Gabriel Fernando de Jesus",1610841600000,19,2020,2,5.48479174727902
"Gabriel Fernando de Jesus",1611100800000,19,2020,4,2.7692157648809332
"Gabriel Teodoro Martinelli Silva",1610928000000,19,2020,1,1.4699912047088137
"Gary Cahill",1610841600000,19,2020,0,1.4574286497394997
"Georginio Wijnaldum",1610841600000,19,2020,3,3.128010187911489
"Georginio Wijnaldum",1611187200000,19,2020,2,3.8756907191082237
"Granit Xhaka",1610928000000,19,2020,3,2.852387865939117
"Hakim Ziyech",1610755200000,19,2020,2,4.901278259126441
"Hakim Ziyech",1611014400000,19,2020,0,1.9684043453067632
"Hal Robson-Kanu",1610755200000,19,2020,1,1.0324570803256523
"Hal Robson-Kanu",1611014400000,19,2020,1,1.1060112841085328
"Harrison Reed",1610755200000,19,2020,2,2.22799258295171
"Harrison Reed",1611100800000,19,2020,2,2.1620964822764863
"Harry Kane",1610841600000,19,2020,9,5.179067374896287
"Harry Maguire",1610841600000,19,2020,7,2.347919170703113
"Harry Maguire",1611100800000,19,2020,2,3.7550797184554465
"Harvey Barnes",1610755200000,19,2020,9,4.361504994636279
"Harvey Barnes",1611014400000,19,2020,6,4.109007135895008
"Heung-Min Son",1610841600000,19,2020,5,5.866343425400625
"Hugo Lloris",1610841600000,19,2020,3,4.425683689085451
"Ian Carlo Poveda-Ocampo",1610755200000,19,2020,1,1.0209566126648837
"Ibrahima Diallo",1610755200000,19,2020,1,2.3414555531728567
"Ilkay Gündogan",1610841600000,19,2020,8,3.8288226846444253
"Ilkay Gündogan",1611100800000,19,2020,10,3.8210300844214884
"Isaac Hayden",1611360000000,19,2020,2,2.0144156688831045
"Ivan Ricardo Neves Abreu Cavaleiro",1610755200000,19,2020,2,3.5138593550065993
"Ivan Ricardo Neves Abreu Cavaleiro",1611100800000,19,2020,2,3.838192075667247
"Jack Grealish",1611100800000,19,2020,2,4.155368009685836
"Jack Grealish",1611360000000,19,2020,6,5.489322149990915
"Jack Harrison",1610755200000,19,2020,2,4.126689456748261
"Jack Stephens",1610755200000,19,2020,1,2.7082528514812028
"Jacob Murphy",1610928000000,19,2020,1,1.1633694937001968
"Jacob Ramsey",1611100800000,19,2020,1,0.6755259760390666
"Jacob Ramsey",1611360000000,19,2020,1,1.22554546578448
"Jairo Riedewald",1610841600000,19,2020,1,0.4485639838501626
"Jake Livermore",1610755200000,19,2020,2,1.552151577972369
"Jake Livermore",1611014400000,19,2020,2,1.6663650074070213
"Jamaal Lascelles",1610928000000,19,2020,1,2.2240040062245705
"Jamaal Lascelles",1611360000000,19,2020,0,2.3438043592118074
"Jamal Lewis",1610928000000,19,2020,1,2.0266699705367066
"Jamal Lewis",1611360000000,19,2020,1,2.2041698428688585
"James Justin",1610755200000,19,2020,8,3.343115556912787
"James Justin",1611014400000,19,2020,6,3.2694751271892413
"James Maddison",1610755200000,19,2020,9,4.302863211024419
"James Maddison",1611014400000,19,2020,8,4.152178634602599
"James McArthur",1610841600000,19,2020,2,1.622944395400975
"James McCarthy",1610841600000,19,2020,2,1.430523726209568
"James Milner",1610841600000,19,2020,1,1.3831949828100263
"James Tarkowski",1610755200000,19,2020,2,3.6508898570581816
"James Tarkowski",1611187200000,19,2020,7,1.8472849929278063
"James Tomkins",1610841600000,19,2020,0,1.7134142486824897
"James Ward-Prowse",1610755200000,19,2020,2,3.3771901333771503
"Jamie Vardy",1610755200000,19,2020,2,6.0885943737129935
"Jamie Vardy",1611014400000,19,2020,2,5.428686107429656
"Jan Bednarek",1610755200000,19,2020,1,3.015445035415614
"Jarrod Bowen",1610755200000,19,2020,3,4.4190838171909474
"Jarrod Bowen",1611014400000,19,2020,7,4.488228277118812
"Javier Manquillo",1611360000000,19,2020,1,2.9769069316226844
"Jay Rodriguez",1610755200000,19,2020,1,1.506234195851603
"Jayden Bogle",1610841600000,19,2020,1,3.143566492949928
"Jeff Hendrick",1610928000000,19,2020,1,1.2413489409328373
"Jeff Hendrick",1611360000000,19,2020,2,2.430302975102541
"Joachim Andersen",1610755200000,19,2020,2,3.000654289564644
"Joachim Andersen",1611100800000,19,2020,1,2.8598220146450712
"Joe Bryan",1610755200000,19,2020,1,0.9106499069346768
"Joe Bryan",1611100800000,19,2020,0,2.2210696229185465
"Joe Rodon",1610841600000,19,2020,2,4.1548564894241995
"Joel Matip",1611187200000,19,2020,1,4.688572798420319
"Joel Ward",1610841600000,19,2020,0,1.471864908571423
"Joelinton Cássio Apolinário de Lira",1610928000000,19,2020,2,2.84176515960593
"Johann Berg Gudmundsson",1610755200000,19,2020,1,2.895527634639559
"Johann Berg Gudmundsson",1611187200000,19,2020,1,0.7223194119319308
"John Egan",1610841600000,19,2020,0,2.0139421482350177
"John Fleck",1610841600000,19,2020,6,2.591527352710463
"John Lundstram",1610841600000,19,2020,1,2.5872058873372135
"John McGinn",1611100800000,19,2020,1,2.293640177916439
"John Stones",1610841600000,19,2020,21,4.143789337653333
"John Stones",1611100800000,19,2020,6,3.660505191011565
"Jonjo Shelvey",1610928000000,19,2020,2,2.8098642743115914
"Jonjo Shelvey",1611360000000,19,2020,2,2.8947094954201593
"Jonny Evans",1610755200000,19,2020,7,3.4654694723718666
"Jonny Evans",1611014400000,19,2020,7,3.3330656878705556
"Jordan Ayew",1610841600000,19,2020,2,2.546652820583011
"Jordan Henderson",1610841600000,19,2020,3,3.4656756511132585
"Jorge Luiz Frello Filho",1610755200000,19,2020,3,3.746538251044661
"Josh Brownhill",1610755200000,19,2020,2,2.983564142508988
"Josh Brownhill",1611187200000,19,2020,3,1.9121857788331398
"Josh Onomah",1610755200000,19,2020,1,0.7533593329125904
"João Filipe Iria Santos Moutinho",1610755200000,19,2020,2,3.2586790900933464
"João Pedro Cavaco Cancelo",1610841600000,19,2020,1,2.169833456492039
"João Pedro Cavaco Cancelo",1611100800000,19,2020,7,4.03309024992064
"Joël Veltman",1610755200000,19,2020,7,3.036181332472744
"Kai Havertz",1611014400000,19,2020,1,3.7717736062565494
"Kamil Grosicki",1610755200000,19,2020,2,2.479047840924349
"Kamil Grosicki",1611014400000,19,2020,5,2.561134679295057
"Karl Darlow",1610928000000,19,2020,2,3.370653729763396
"Karl Darlow",1611360000000,19,2020,2,3.5112977668367398
"Kasper Schmeichel",1610755200000,19,2020,8,4.3680719992682135
"Kasper Schmeichel",1611014400000,19,2020,9,4.035468945499727
"Kean Bryan",1610841600000,19,2020,1,0.8250916656132169
"Kelechi Iheanacho",1610755200000,19,2020,1,2.118503811890517
"Kelechi Iheanacho",1611014400000,19,2020,1,2.0155484832943475
"Kenny Tete",1610755200000,19,2020,2,2.4874191446410663
"Kenny Tete",1611100800000,19,2020,1,2.624857791463934
"Kevin De Bruyne",1610841600000,19,2020,7,7.573732439411902
"Kevin De Bruyne",1611100800000,19,2020,1,7.5029452892524215
"Kieran Gibbs",1610755200000,19,2020,1,1.8572383622926663
"Kieran Gibbs",1611014400000,19,2020,1,1.8889806577470043
"Kieran Tierney",1610928000000,19,2020,6,3.9944693190677967
"Kyle Bartley",1610755200000,19,2020,4,2.0519504297709217
"Kyle Bartley",1611014400000,19,2020,1,1.8908710337865537
"Kyle Walker",1610841600000,19,2020,6,5.2883644928439555
"Kyle Walker",1611100800000,19,2020,1,4.68317014213035
"Kyle Walker-Peters",1610755200000,19,2020,1,3.13722918631578
"Leander Dendoncker",1610755200000,19,2020,1,3.597809991188229
"Leandro Trossard",1610755200000,19,2020,3,3.680725293745651
