,player_name,GW,kickoff_time,season,LR,CBoost,SVR,KNN,MLP,Meta,value,position,team,total_points,starter,captain,sub,base_points,wildcard,triple_captain,bench_boost,actual_points
3,Riyad Mahrez,4,2020-10-03,2020,5.7275262137770095,5.600158168617705,5.190662847772148,5.2,5.818545161371197,4.57847583187244,85.0,MID,Man City,2,1.0,0.0,0.0,35,0,0,0,36
4,Mathew Ryan,4,2020-10-03,2020,2.6938152088568166,3.312939019185079,3.4755748602677343,3.5,3.2101518989271116,2.9432438696966066,45.0,GK,Brighton,0,1.0,0.0,0.0,35,0,0,0,36
5,Harry Kane,4,2020-10-04,2020,4.45206600433967,5.320098676798633,3.6765637953999657,3.7,4.919224236391877,3.832129582077596,105.0,FWD,Spurs,16,1.0,0.0,0.0,35,0,0,0,36
6,Che Adams,4,2020-10-04,2020,4.266125058277206,3.9461872650599368,3.5558706960593645,4.1,4.169089783024813,3.2792753391961136,59.0,FWD,Southampton,2,1.0,0.0,0.0,35,0,0,0,36
7,Danny Ings,4,2020-10-04,2020,5.837491150460353,5.758499548427749,4.32000781230353,5.4,5.9059637977851995,3.7325435491540944,85.0,FWD,Southampton,2,1.0,0.0,0.0,35,0,0,0,36
8,Dara O'Shea,4,2020-10-04,2020,2.6810774560105908,2.2030340592353697,2.5800829322917607,2.3,2.0028245186327305,2.528607900946896,44.0,DEF,West Brom,1,1.0,0.0,0.0,35,0,0,0,36
9,Matt Targett,4,2020-10-04,2020,1.96182648955891,2.0723651564845835,2.5479175795221414,2.6,2.6621581403352863,2.521422526960492,45.0,DEF,Aston Villa,1,1.0,0.0,0.0,35,0,0,0,36
10,Joel Ward,4,2020-10-03,2020,2.4217040789470907,2.109675214359399,2.4611139472259302,2.2,2.2563156881963184,2.6595165674080548,45.0,DEF,Crystal Palace,0,1.0,0.0,0.0,35,0,0,0,36
11,Jordan Henderson,4,2020-09-12,2020,3.0603150885986947,3.3752257911675083,3.067507546060024,0.0,2.8179865716666788,2.956182496874605,54.0,MID,Liverpool,0,0.0,0.0,1.0,0,0,0,0,36
12,Vicente Guaita,4,2020-10-03,2020,2.761100343721261,2.6647396784615407,2.937279535762812,3.2,2.8973346719366324,2.766380728931089,50.0,GK,Crystal Palace,0,0.0,0.0,1.0,0,0,0,0,36
13,Kyle Bartley,4,2020-10-04,2020,2.4096072534863686,2.2376953554472525,2.8294422854114973,2.2,1.9440325927383344,2.8379366547874767,45.0,DEF,West Brom,1,0.0,0.0,1.0,0,0,0,0,36
14,Ryan Fredericks,4,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,0.0,1.4684295039010529,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,36
0,Riyad Mahrez,5,2020-10-17,2020,4.971599210105102,6.142563718877785,4.749785478575983,6.5,5.808998159295263,4.250885311375133,85.0,MID,Man City,3,1.0,1.0,0.0,66,0,0,0,66
1,Bruno Miguel Borges Fernandes,5,2020-10-17,2020,5.6418119642008575,5.7565168549135075,5.084914617912539,6.5,5.776999067839579,3.836056124430861,105.0,MID,Man Utd,11,1.0,0.0,0.0,66,0,0,0,66
2,John Lundstram,5,2020-10-18,2020,3.886492068917263,4.019110787993784,3.7412265794256334,3.5,3.85587835124336,3.2875468853509906,53.0,MID,Sheffield Utd,2,1.0,0.0,0.0,66,0,0,0,66
3,Pierre-Emerick Aubameyang,5,2020-10-17,2020,5.126094880004933,4.741493742053657,3.877196902469696,5.4,5.649772664359137,4.334321266834444,118.0,MID,Arsenal,2,1.0,0.0,0.0,66,0,0,0,66
4,Mathew Ryan,5,2020-10-18,2020,2.6775485722372148,3.5717129688718794,3.551120254050742,3.5,3.7181337936111984,3.2012756963275204,45.0,GK,Brighton,1,1.0,0.0,0.0,66,0,0,0,66
5,Harry Kane,5,2020-10-18,2020,5.7845936462911896,5.6226019581369995,3.275961152680776,4.6,6.711172354285723,3.2223680789006934,106.0,FWD,Spurs,16,1.0,0.0,0.0,66,0,0,0,66
6,Che Adams,5,2020-10-17,2020,3.159285514790045,3.5667311652071327,3.4621925457155145,3.7,3.3859141436818567,3.06598138225541,58.0,FWD,Southampton,11,1.0,0.0,0.0,66,0,0,0,66
7,Danny Ings,5,2020-10-17,2020,4.5816727565475235,4.969158734055338,3.699369757028834,4.8,4.8900464031498805,3.9990837427154715,85.0,FWD,Southampton,7,1.0,0.0,0.0,66,0,0,0,66
8,Matt Targett,5,2020-10-18,2020,2.260718088562117,2.07875779378811,2.7049311401490144,2.5,2.471605477865777,2.688387794607386,45.0,DEF,Aston Villa,6,1.0,0.0,0.0,66,0,0,0,66
9,Joel Ward,5,2020-10-18,2020,3.1139176899233614,3.1739712303677083,2.7691230932809447,2.6,2.9378895285955604,2.803817522511856,45.0,DEF,Crystal Palace,2,1.0,0.0,0.0,66,0,0,0,66
10,Wesley Fofana,5,2020-10-18,2020,3.4292647856297664,3.1365531458185933,3.1785575842537725,4.3,3.1969169742498114,2.8609958804961497,50.0,DEF,Leicester,2,1.0,0.0,0.0,66,0,0,0,66
11,Jordan Henderson,5,2020-10-17,2020,3.1386638947979337,3.169278755907044,2.659326470768073,2.5,2.8475402514051127,2.7292738612694007,54.0,MID,Liverpool,2,0.0,0.0,1.0,0,0,0,0,66
12,Vicente Guaita,5,2020-10-18,2020,3.4859162853757035,3.669615069697016,3.528131081289878,3.4,3.698230755217028,2.8751712954478714,50.0,GK,Crystal Palace,1,0.0,0.0,1.0,0,0,0,0,66
13,Dara O'Shea,5,2020-09-13,2020,2.50965100492105,2.381428747060041,2.412155467629489,0.0,2.2663909088924723,2.550676355549101,43.0,DEF,West Brom,0,0.0,0.0,1.0,0,0,0,0,66
14,Ryan Fredericks,5,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,0.0,1.4684295039010529,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,66
0,Bruno Miguel Borges Fernandes,6,2020-10-24,2020,5.67035667143762,4.598979668012654,5.757656781496619,5.8,6.1652559118638885,4.4040120511838,105.0,MID,Man Utd,3,1.0,1.0,0.0,43,0,0,0,42
1,Pierre-Emerick Aubameyang,6,2020-10-25,2020,5.847207921094366,4.455569711909426,4.670102668817881,5.5,5.7691153255555525,3.857623974051737,118.0,MID,Arsenal,2,1.0,0.0,0.0,43,0,0,0,42
2,Riyad Mahrez,6,2020-10-24,2020,5.315595612506011,4.728509507223414,5.573009179784632,5.1,4.39500756983296,4.202520713388413,85.0,MID,Man City,2,1.0,0.0,0.0,43,0,0,0,42
3,John Lundstram,6,2020-10-24,2020,2.129220133389686,2.8942484491082565,3.5531257537312904,3.0,2.560318009226121,3.090225265227711,53.0,MID,Sheffield Utd,1,1.0,0.0,0.0,43,0,0,0,42
4,Vicente Guaita,6,2020-10-24,2020,3.6250865978880817,3.4850635909782026,4.171491395393648,4.1,4.077853660135888,3.405489587657984,50.0,GK,Crystal Palace,1,1.0,0.0,0.0,43,0,0,0,42
5,Danny Ings,6,2020-10-25,2020,5.282990977488447,4.317059574363772,3.9761142215049023,5.4,4.891364509033219,3.585637820859862,85.0,FWD,Southampton,10,1.0,0.0,0.0,43,0,0,0,42
6,Che Adams,6,2020-10-25,2020,3.914828573298625,3.366615451525337,3.0773740275599373,4.0,3.625154194881176,3.15254898604802,58.0,FWD,Southampton,8,1.0,0.0,0.0,43,0,0,0,42
7,Harry Kane,6,2020-10-26,2020,5.572609187784594,4.51975356126742,4.848445273567738,5.3,5.283625383177647,4.682952464820449,108.0,FWD,Spurs,5,1.0,0.0,0.0,43,0,0,0,42
8,Wesley Fofana,6,2020-10-25,2020,2.424145406236688,2.855179600358796,2.5234120625140144,3.1,2.6381268579118022,3.02234093284432,50.0,DEF,Leicester,5,1.0,0.0,0.0,43,0,0,0,42
9,Adam Webster,6,2020-10-26,2020,3.3690615990167245,3.343017252051228,3.854659228252858,3.9,3.6087907599889517,3.261381418331152,45.0,DEF,Brighton,1,1.0,0.0,0.0,43,0,0,0,42
10,Matt Targett,6,2020-10-23,2020,3.628538975897,3.2576495324728256,3.877906670423199,3.7,3.85802310682238,3.1412539331560225,45.0,DEF,Aston Villa,1,1.0,0.0,0.0,43,0,0,0,42
11,Jordan Henderson,6,2020-10-24,2020,3.4459294321174,3.3752257911675083,2.7156562001940556,2.8,2.7658874636612065,2.956182496874605,54.0,MID,Liverpool,2,0.0,0.0,1.0,0,0,0,0,42
12,Mathew Ryan,6,2020-10-26,2020,3.69699780243998,3.4672469346949684,4.3124308018178334,3.6,4.479289262834969,3.4107385281972813,45.0,GK,Brighton,2,0.0,0.0,1.0,0,0,0,0,42
13,Dara O'Shea,6,2020-09-13,2020,2.50965100492105,2.381428747060041,2.412155467629489,0.0,2.2663909088924723,2.550676355549101,43.0,DEF,West Brom,0,0.0,0.0,1.0,0,0,0,0,42
14,Ryan Fredericks,6,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,0.0,1.4684295039010529,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,42
0,Danny Ings,7,2020-11-01,2020,4.948321583204836,6.01796294400233,4.351425887257121,5.6,4.962288804949118,3.5352246163182697,85.0,FWD,Southampton,6,1.0,1.0,0.0,39,0,0,0,42
1,Pierre-Emerick Aubameyang,7,2020-11-01,2020,5.327636498984819,5.741649239413414,4.560532606451679,5.4,5.75308765315571,3.1697543086534443,117.0,MID,Arsenal,8,1.0,0.0,0.0,39,0,0,0,42
2,Riyad Mahrez,7,2020-10-31,2020,5.239063674851135,5.988963684523282,5.084836117519751,4.7,5.307535422176211,3.6362901969845765,84.0,MID,Man City,3,1.0,0.0,0.0,39,0,0,0,42
3,Jordan Henderson,7,2020-10-31,2020,3.562544385428545,3.5148254648804103,2.8230811558709945,2.8,3.1714564860890566,2.9532862283643277,54.0,MID,Liverpool,2,1.0,0.0,0.0,39,0,0,0,42
4,Bruno Miguel Borges Fernandes,7,2020-11-01,2020,5.5979916747650655,5.39614792226846,5.326541168398223,5.5,6.549148189451655,3.695364847557919,105.0,MID,Man Utd,2,1.0,0.0,0.0,39,0,0,0,42
5,Vicente Guaita,7,2020-10-30,2020,2.7314912236038054,3.478082618080573,3.6382233088608413,3.7,3.526692548212666,3.0211388582666867,50.0,GK,Crystal Palace,2,1.0,0.0,0.0,39,0,0,0,42
6,Harry Kane,7,2020-11-01,2020,6.1381237899327274,6.442518621986585,4.333225479728654,4.7,6.3348917658323645,3.8215208390677646,109.0,FWD,Spurs,6,1.0,0.0,0.0,39,0,0,0,42
7,Che Adams,7,2020-11-01,2020,3.635032066535213,3.8852564891272885,3.3912746406876444,4.3,3.804125658986573,3.373600516749924,58.0,FWD,Southampton,5,1.0,0.0,0.0,39,0,0,0,42
8,Adam Webster,7,2020-11-01,2020,1.9646421756040355,2.41903380457948,2.993849038149674,3.1,2.716944806546269,2.961781016719638,45.0,DEF,Brighton,1,1.0,0.0,0.0,39,0,0,0,42
9,Luke Thomas,7,2020-11-02,2020,3.8971796338256066,3.919427501556481,3.820653285901409,3.8,4.291702707539473,3.6743934990485316,43.0,DEF,Leicester,1,1.0,0.0,0.0,39,0,0,0,42
10,Matt Targett,7,2020-11-01,2020,3.066630529637475,2.3070687030537496,3.094178850948719,3.4,3.2197464569997227,3.0563604801102997,45.0,DEF,Aston Villa,0,1.0,0.0,0.0,39,0,0,0,42
11,John Lundstram,7,2020-10-31,2020,0.681999260786037,1.3121335517361028,2.242388474786026,2.1,1.15901860836473,2.6511499077719867,52.0,MID,Sheffield Utd,1,0.0,0.0,1.0,0,0,0,0,42
12,Mathew Ryan,7,2020-09-14,2020,2.8843555562507506,3.3937045412150915,3.707700988209245,0.0,3.55506013666339,3.206810414768018,45.0,GK,Brighton,0,0.0,0.0,1.0,0,0,0,0,42
13,Wesley Fofana,7,2020-11-02,2020,3.2377193935714685,3.3150623481771984,3.1324329839382403,2.6,3.014062240549966,3.0255504655422403,50.0,DEF,Leicester,2,0.0,0.0,1.0,0,0,0,0,42
14,Ryan Fredericks,7,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,0.0,1.4684295039010529,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,42
0,Bruno Miguel Borges Fernandes,8,2020-11-07,2020,5.527932859462941,6.851502949224066,5.961196376932912,5.9,5.329217586924423,3.8752046604935484,105.0,MID,Man Utd,17,1.0,1.0,0.0,78,0,0,0,82
1,Jack Grealish,8,2020-11-08,2020,4.384726109355655,5.08174821277996,3.9488548987782055,5.2,4.862399616524284,4.132941276387705,74.0,MID,Aston Villa,6,1.0,0.0,0.0,78,0,0,0,82
2,John Lundstram,8,2020-11-07,2020,2.475272303740262,2.6051772347364635,3.2318705841968933,2.9,2.300143513675861,2.756609312035249,52.0,MID,Sheffield Utd,2,1.0,0.0,0.0,78,0,0,0,82
3,Jordan Henderson,8,2020-11-08,2020,2.286404051173024,2.73552826451424,2.456161687434408,2.7,2.3098944967421726,2.767196731852545,54.0,MID,Liverpool,2,1.0,0.0,0.0,78,0,0,0,82
4,Pierre-Emerick Aubameyang,8,2020-11-08,2020,6.032523273043124,4.4353165802971635,4.4213873689124945,5.6,5.4733982009915305,3.4763945143226533,117.0,MID,Arsenal,2,1.0,0.0,0.0,78,0,0,0,82
5,Vicente Guaita,8,2020-11-07,2020,4.0008276484509775,4.21656627777001,4.580523377315718,3.9,3.4965680832969697,3.065951949039092,50.0,GK,Crystal Palace,2,1.0,0.0,0.0,78,0,0,0,82
6,Harry Kane,8,2020-11-08,2020,6.372867295705688,5.550649100399163,4.279251496416528,5.0,5.793600232422731,3.7836293122714695,110.0,FWD,Spurs,9,1.0,0.0,0.0,78,0,0,0,82
7,Che Adams,8,2020-11-06,2020,4.144704553017934,4.166554567562281,3.3126786262949577,4.6,3.793829599885855,3.3615000450741954,58.0,FWD,Southampton,7,1.0,0.0,0.0,78,0,0,0,82
8,Matt Targett,8,2020-11-08,2020,2.3436254668789505,2.633640036813332,2.8015731716287933,3.3,2.9139166083801804,3.0886345986721784,45.0,DEF,Aston Villa,11,1.0,0.0,0.0,78,0,0,0,82
9,Adam Webster,8,2020-11-06,2020,2.780145160511765,3.736979068192253,3.188579347295319,3.2,3.011612800089704,3.0886509165619773,44.0,DEF,Brighton,6,1.0,0.0,0.0,78,0,0,0,82
10,Luke Thomas,8,2020-11-08,2020,3.1547267235290084,3.5375634472071367,3.2941441088280383,3.0,3.165913416623904,3.5320981448085145,43.0,DEF,Leicester,1,1.0,0.0,0.0,78,0,0,0,82
11,Mathew Ryan,8,2020-11-06,2020,3.2083775631593063,4.145247620256948,3.7426824227575897,3.4,3.68687357501993,3.2913732003302147,45.0,GK,Brighton,6,0.0,0.0,1.0,0,0,0,0,82
12,Danny Ings,8,2020-09-12,2020,4.687269614777112,4.725423558699706,3.7957149733374136,0.0,4.833877816137415,3.675632017519619,84.0,FWD,Southampton,0,0.0,0.0,1.0,0,0,0,0,82
13,Wesley Fofana,8,2020-11-08,2020,2.699582807061517,3.3351466792214017,2.9392841088445616,2.3,2.498411496426744,2.7609640465292316,50.0,DEF,Leicester,7,0.0,0.0,1.0,0,0,0,0,82
14,Ryan Fredericks,8,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,0.0,1.4684295039010529,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,82
0,Bruno Miguel Borges Fernandes,9,2020-11-21,2020,6.728456229827112,6.563706503003201,5.94258384906265,6.3,7.531915470699098,4.905030501558544,107.0,MID,Man Utd,11,1.0,1.0,0.0,38,0,0,0,46
1,Pierre-Emerick Aubameyang,9,2020-11-22,2020,6.195538265951607,6.386386016980863,4.379051069655584,4.9,6.159689995893323,3.661543129373082,117.0,MID,Arsenal,3,1.0,0.0,0.0,38,0,0,0,46
2,John Lundstram,9,2020-11-22,2020,1.4187602997272752,1.6124191309284532,2.263080387377136,1.8,1.035380808111297,2.2302720279214885,51.0,MID,Sheffield Utd,1,1.0,0.0,0.0,38,0,0,0,46
3,Jack Grealish,9,2020-11-21,2020,5.4270963899187645,5.424358283101075,4.423514816529027,5.4,5.796722082558624,4.157704533957539,76.0,MID,Aston Villa,1,1.0,0.0,0.0,38,0,0,0,46
4,Vicente Guaita,9,2020-11-23,2020,3.2466165670519285,4.095942453462016,3.788800997073333,3.9,3.470934145088352,3.2166389336526233,50.0,GK,Crystal Palace,3,1.0,0.0,0.0,38,0,0,0,46
5,Che Adams,9,2020-11-23,2020,3.352058808614169,3.91458834102893,3.529687078699112,4.5,3.860938332216,3.278140869577831,59.0,FWD,Southampton,7,1.0,0.0,0.0,38,0,0,0,46
6,Harry Kane,9,2020-11-21,2020,5.476991650366118,5.517891356511441,5.143215528264255,5.0,6.050694143951672,4.2134941622410125,110.0,FWD,Spurs,4,1.0,0.0,0.0,38,0,0,0,46
7,Ollie Watkins,9,2020-11-21,2020,4.071064050726161,4.62673867821787,3.4174918529247647,4.7,4.439709131516039,3.723748656108872,61.0,FWD,Aston Villa,2,1.0,0.0,0.0,38,0,0,0,46
8,Adam Webster,9,2020-11-21,2020,2.4592624686807287,2.2494243637752227,2.916331697286264,3.0,2.7618732516477937,2.9253739221506354,44.0,DEF,Brighton,2,1.0,0.0,0.0,38,0,0,0,46
