,player_name,GW,kickoff_time,season,LR,CBoost,SVR,KNN,MLP,Meta,value,position,team,total_points,starter,captain,sub,base_points,wildcard,triple_captain,bench_boost,actual_points
0,Pierre-Emerick Aubameyang,2,2020-09-19,2020,7.134883873557327,6.2417547834510705,4.92648413094453,5.0521341489161,6.6,3.3934915669894266,120.0,MID,Arsenal,5,1.0,1.0,0.0,96,0,0,0,92
1,Sadio Mané,2,2020-09-20,2020,6.236275388821196,6.6913796182410135,4.897871425404784,5.033651442344383,5.5,3.3129428155367138,119.0,MID,Liverpool,16,1.0,0.0,0.0,96,0,0,0,92
2,Wilfried Zaha,2,2020-09-19,2020,2.984466518222518,3.928218453933248,4.197047157389006,3.235532485544742,3.4,3.0207229786720298,70.0,MID,Crystal Palace,15,1.0,0.0,0.0,96,0,0,0,92
3,Ayoze Pérez,2,2020-09-20,2020,4.226184421016752,4.120238407891538,4.026088861534484,3.5812156311840635,4.0,2.863976049040842,65.0,MID,Leicester,2,1.0,0.0,0.0,96,0,0,0,92
4,Mathew Ryan,2,2020-09-20,2020,2.835250179539873,4.024454078653971,3.6727195536609,3.0511632713932606,3.6,3.1821808088324577,45.0,GK,Brighton,6,1.0,0.0,0.0,96,0,0,0,92
5,Danny Ings,2,2020-09-20,2020,5.561463425693249,4.71474933317868,3.994891755750564,5.018376981601506,5.0,2.843909591642149,85.0,FWD,Southampton,11,1.0,0.0,0.0,96,0,0,0,92
6,Aaron Connolly,2,2020-09-20,2020,3.4722981006613374,3.6523893874355715,3.0286590760875125,3.8342371345879296,4.0,2.8226019965289924,55.0,FWD,Brighton,8,1.0,0.0,0.0,96,0,0,0,92
7,Che Adams,2,2020-09-20,2020,3.4248575023341936,3.18264324025524,3.7849725070463123,4.205918474295704,2.9,2.9754727453997747,60.0,FWD,Southampton,1,1.0,0.0,0.0,96,0,0,0,92
8,Timothy Castagne,2,2020-09-20,2020,3.5241731065608417,3.4023321827963167,2.7931837404339253,3.872885689397101,3.3,2.749013250907775,55.0,DEF,Leicester,9,1.0,0.0,0.0,96,0,0,0,92
9,Trent Alexander-Arnold,2,2020-09-20,2020,4.854556625049937,4.44149823430176,4.04460728460568,2.746656644686754,4.6,3.2945417062430407,75.0,DEF,Liverpool,7,1.0,0.0,0.0,96,0,0,0,92
10,Virgil van Dijk,2,2020-09-20,2020,4.308673935560771,4.069177666700694,4.292750476179725,4.881623606050118,3.9,3.2091329675696327,65.0,DEF,Liverpool,7,1.0,0.0,0.0,96,0,0,0,92
11,Yves Bissouma,2,2020-09-20,2020,2.207589142950752,3.0177925129852383,3.1518058027987026,2.8948576269772297,2.8,2.894797618835508,45.0,MID,Brighton,0,0.0,0.0,1.0,0,0,0,0,92
12,Lukasz Fabianski,2,2020-09-19,2020,2.7479151026063318,3.45405842577233,3.4414947417538406,3.349354167833292,3.0,3.0652931865716586,50.0,GK,West Ham,1,0.0,0.0,1.0,0,0,0,0,92
13,Tyrick Mitchell,2,2020-09-19,2020,2.3681015930703087,1.7021436891807389,2.8775413320667784,2.3240813174436297,2.3,2.90023310025696,40.0,DEF,Crystal Palace,5,0.0,0.0,1.0,0,0,0,0,92
14,Ryan Fredericks,2,2020-09-19,2020,2.870396477855126,2.9279773203770416,3.4373105296762745,2.883907325330745,2.3,3.0637667195510914,45.0,DEF,West Ham,3,0.0,0.0,1.0,0,0,0,0,92
0,Sadio Mané,3,2020-09-28,2020,6.3683518268892145,4.9171627223147025,4.772335358018724,5.436820371105868,5.4,3.4596663018719407,119.0,MID,Liverpool,7,1.0,1.0,0.0,51,0,0,0,48
1,Pierre-Emerick Aubameyang,3,2020-09-28,2020,5.1031470662756755,4.49209575619399,4.831209351144191,5.001691014530769,4.8,3.468196198622418,119.0,MID,Arsenal,2,1.0,0.0,0.0,51,0,0,0,48
2,Phil Foden,3,2020-09-27,2020,3.956271332717861,3.862878131317108,3.9086614270220283,5.173492417528259,4.0,3.3474414600808684,65.0,MID,Man City,2,1.0,0.0,0.0,51,0,0,0,48
3,Wilfried Zaha,3,2020-09-26,2020,4.290350502690972,4.381557340898633,4.1355378263655975,4.870907476879678,3.7,3.2723346512987965,71.0,MID,Crystal Palace,1,1.0,0.0,0.0,51,0,0,0,48
4,Lukasz Fabianski,3,2020-09-27,2020,2.9706454603478236,2.950158466186552,3.7392296614293192,3.6024852131355347,3.3,3.0585246377096063,50.0,GK,West Ham,7,1.0,0.0,0.0,51,0,0,0,48
5,Danny Ings,3,2020-09-26,2020,5.155651012465071,4.347028226436137,4.223283945306049,5.459947913636851,3.8,3.6227670958930616,84.0,FWD,Southampton,9,1.0,0.0,0.0,51,0,0,0,48
6,Aaron Connolly,3,2020-09-26,2020,3.299206151858023,2.898413800539569,3.495967772084694,3.4781898148313117,3.5,3.1425507945660573,55.0,FWD,Brighton,2,1.0,0.0,0.0,51,0,0,0,48
7,Trent Alexander-Arnold,3,2020-09-28,2020,5.070195684295361,3.948056684228981,3.839423474913361,2.8042764144652934,4.6,3.0983319721495715,75.0,DEF,Liverpool,7,1.0,0.0,0.0,51,0,0,0,48
8,Virgil van Dijk,3,2020-09-28,2020,4.35957244240283,3.4490872776645864,3.483036833075083,3.7799726048695383,4.0,3.0638797267202014,65.0,DEF,Liverpool,2,1.0,0.0,0.0,51,0,0,0,48
9,Ryan Fredericks,3,2020-09-27,2020,3.0595008616069617,2.8196131720226423,3.0936496882003963,2.9464608636794947,3.3,3.0440866747548294,45.0,DEF,West Ham,1,1.0,0.0,0.0,51,0,0,0,48
10,Tyrick Mitchell,3,2020-09-26,2020,3.2623481423150564,3.2317781102358745,3.2630757754136246,3.224974104240589,3.2,3.1632930591169686,41.0,DEF,Crystal Palace,1,1.0,0.0,0.0,51,0,0,0,48
11,Yves Bissouma,3,2020-09-14,2020,2.3463361265515457,2.8265206327720582,2.983995773861235,2.709331032946296,0.0,2.838255382430951,45.0,MID,Brighton,0,0.0,0.0,1.0,0,0,0,0,48
12,Mathew Ryan,3,2020-09-26,2020,2.608101210451122,2.8483366417762337,3.392110424340323,2.8110641102060656,3.3,2.9007382353226223,45.0,GK,Brighton,1,0.0,0.0,1.0,0,0,0,0,48
13,Che Adams,3,2020-09-26,2020,3.404837299007704,3.1573510033677583,4.138512156425511,4.305111505939869,2.6,2.945257239016314,59.0,FWD,Southampton,5,0.0,0.0,1.0,0,0,0,0,48
14,Timothy Castagne,3,2020-09-27,2020,2.375857760820591,2.9363919309880986,1.9950505027087733,3.032250628038304,2.5,2.9591745222061063,56.0,DEF,Leicester,4,0.0,0.0,1.0,0,0,0,0,48
0,Kevin De Bruyne,4,2020-10-03,2020,7.505389075528142,6.569321751193055,3.8899883675859295,5.550113622928453,6.9,3.5687952145759527,117.0,MID,Man City,2,1.0,1.0,0.0,27,0,0,0,14
1,Pierre-Emerick Aubameyang,4,2020-10-04,2020,6.385462165769183,5.852966466692369,5.1111404922661485,6.382532236988678,6.7,3.803172624064993,119.0,MID,Arsenal,2,1.0,0.0,0.0,27,0,0,0,14
2,Wilfried Zaha,4,2020-10-03,2020,3.8785614047638335,3.865173473660634,4.099200462940897,4.5327626269706585,4.4,3.4352527738502587,72.0,MID,Crystal Palace,2,1.0,0.0,0.0,27,0,0,0,14
3,Phil Foden,4,2020-10-03,2020,4.289293885180822,4.1380777593268885,3.797986315342196,4.323187706948415,4.1,3.1370517714942845,66.0,MID,Man City,2,1.0,0.0,0.0,27,0,0,0,14
4,Mathew Ryan,4,2020-10-03,2020,2.6938152088568166,3.312939019185079,3.4755748602677343,3.462444236835542,3.2,2.9432438696966066,45.0,GK,Brighton,0,1.0,0.0,0.0,27,0,0,0,14
5,Aaron Connolly,4,2020-10-03,2020,3.2896241047900836,3.4899341078965063,3.9421276648423462,3.514996040513804,3.6,3.2853988517516504,55.0,FWD,Brighton,2,1.0,0.0,0.0,27,0,0,0,14
6,Che Adams,4,2020-10-04,2020,4.266125058277206,3.9461872650599368,3.5558706960593645,4.149316246090688,4.2,3.2792753391961136,59.0,FWD,Southampton,2,1.0,0.0,0.0,27,0,0,0,14
7,Danny Ings,4,2020-10-04,2020,5.837491150460353,5.758499548427749,4.32000781230353,5.351397988236768,5.9,3.7325435491540944,85.0,FWD,Southampton,2,1.0,0.0,0.0,27,0,0,0,14
8,Timothy Castagne,4,2020-10-04,2020,3.97557855539352,3.813047824894511,2.9630476791859413,3.6645639051229626,3.4,2.9558846807848447,57.0,DEF,Leicester,1,1.0,0.0,0.0,27,0,0,0,14
9,Trent Alexander-Arnold,4,2020-10-04,2020,4.979584348118841,4.5627607169678805,3.937575938472948,3.6844279056066265,4.7,3.139960029382517,75.0,DEF,Liverpool,-1,1.0,0.0,0.0,27,0,0,0,14
10,Virgil van Dijk,4,2020-10-04,2020,4.313465105723562,4.113692991086582,3.3116993391463447,3.8335528449373597,3.9,3.164247553312028,65.0,DEF,Liverpool,-2,1.0,0.0,0.0,27,0,0,0,14
11,Yves Bissouma,4,2020-10-03,2020,2.1555730920343814,3.003670288243205,3.1177578547294105,2.7974465834692834,2.5,2.7457498115957204,45.0,MID,Brighton,9,0.0,0.0,1.0,0,0,0,0,14
12,Lukasz Fabianski,4,2020-10-04,2020,2.5820306264951447,2.673986240924509,3.3633426974635285,3.613846949867564,3.0,3.0649172789454227,50.0,GK,West Ham,6,0.0,0.0,1.0,0,0,0,0,14
13,Ryan Fredericks,4,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,1.592679120823334,0.0,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,14
14,Tyrick Mitchell,4,2020-10-03,2020,2.622874107796659,2.2301145368715427,2.729373270163442,1.974901656197516,2.6,3.0880820239219666,41.0,DEF,Crystal Palace,0,0.0,0.0,1.0,0,0,0,0,14
0,Raheem Sterling,5,2020-10-17,2020,6.310341112512679,6.256660202900774,6.055067429502631,5.682202611105764,7.1,3.2181501598781286,115.0,MID,Man City,11,1.0,1.0,0.0,58,0,0,0,62
1,Wilfried Zaha,5,2020-10-18,2020,4.595970719202367,4.746398641739813,4.011372136812433,4.022471334380789,5.0,3.1396578472120487,72.0,MID,Crystal Palace,9,1.0,0.0,0.0,58,0,0,0,62
2,Phil Foden,5,2020-10-17,2020,4.10007320304737,4.510155149512118,3.776509047570728,4.047967200016164,4.7,3.0847559572810823,66.0,MID,Man City,6,1.0,0.0,0.0,58,0,0,0,62
3,Pierre-Emerick Aubameyang,5,2020-10-17,2020,5.126094880004933,4.741493742053657,3.877196902469696,5.3676294115858525,5.6,4.334321266834444,118.0,MID,Arsenal,2,1.0,0.0,0.0,58,0,0,0,62
4,Mathew Ryan,5,2020-10-18,2020,2.6775485722372148,3.5717129688718794,3.551120254050742,3.51377170076503,3.7,3.2012756963275204,45.0,GK,Brighton,1,1.0,0.0,0.0,58,0,0,0,62
5,Che Adams,5,2020-10-17,2020,3.159285514790045,3.5667311652071327,3.4621925457155145,3.719714368015948,3.4,3.06598138225541,58.0,FWD,Southampton,11,1.0,0.0,0.0,58,0,0,0,62
6,Danny Ings,5,2020-10-17,2020,4.5816727565475235,4.969158734055338,3.699369757028834,4.81434301738108,4.9,3.9990837427154715,85.0,FWD,Southampton,7,1.0,0.0,0.0,58,0,0,0,62
7,Timothy Castagne,5,2020-10-18,2020,3.871627703885261,3.9682434889432576,2.844965770177728,3.953760279067244,3.9,3.0583423353436623,58.0,DEF,Leicester,1,1.0,0.0,0.0,58,0,0,0,62
8,Trent Alexander-Arnold,5,2020-10-17,2020,4.9046284238814986,4.507306019066295,3.650910276746621,3.984199382285723,4.8,3.2230806827669487,75.0,DEF,Liverpool,1,1.0,0.0,0.0,58,0,0,0,62
9,Tyrick Mitchell,5,2020-10-18,2020,3.2705707513247346,3.2542258984526837,3.10519998503743,2.6882219642447662,3.3,2.874071703566417,41.0,DEF,Crystal Palace,1,1.0,0.0,0.0,58,0,0,0,62
10,Virgil van Dijk,5,2020-10-17,2020,4.158848532954625,3.936671822476608,2.894497443952229,2.956302599896424,4.0,2.939864409400288,65.0,DEF,Liverpool,1,1.0,0.0,0.0,58,0,0,0,62
11,Yves Bissouma,5,2020-10-18,2020,2.079908757826522,3.110280694374693,3.1199113136809786,3.277725760173621,3.1,2.9014064928951115,45.0,MID,Brighton,1,0.0,0.0,1.0,0,0,0,0,62
12,Lukasz Fabianski,5,2020-10-18,2020,2.5607773246190164,2.664390390736715,3.200586329518234,3.4817915547319447,3.1,2.753336717055173,50.0,GK,West Ham,2,0.0,0.0,1.0,0,0,0,0,62
13,Aaron Connolly,5,2020-10-18,2020,1.166569184578327,1.6447515527907477,2.3355215726919,2.317232889246937,1.9,2.6765892667578965,55.0,FWD,Brighton,4,0.0,0.0,1.0,0,0,0,0,62
14,Ryan Fredericks,5,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,1.592679120823334,0.0,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,62
0,Pierre-Emerick Aubameyang,6,2020-10-25,2020,5.847207921094366,4.455569711909426,4.670102668817881,5.4959323030755165,5.8,3.857623974051737,118.0,MID,Arsenal,2,1.0,1.0,0.0,58,0,0,0,53
1,Wilfried Zaha,6,2020-10-24,2020,4.685048739148497,4.293022326766133,4.7531714321071625,5.216403769294269,5.1,3.5351138120772188,72.0,MID,Crystal Palace,13,1.0,0.0,0.0,58,0,0,0,53
2,Yves Bissouma,6,2020-10-26,2020,3.143728707944676,3.3081499530928267,3.8860705464537366,3.7569821276511663,3.7,3.2499309992134977,45.0,MID,Brighton,2,1.0,0.0,0.0,58,0,0,0,53
3,Mahmoud Ahmed Ibrahim Hassan,6,2020-10-23,2020,4.215989588057062,3.2331528736341157,3.7868027491914558,3.741176694609681,4.3,3.5894576520259887,54.0,MID,Aston Villa,2,1.0,0.0,0.0,58,0,0,0,53
4,Raheem Sterling,6,2020-10-24,2020,6.5132789885298354,4.924455988785487,6.610468451009088,5.920263358742707,5.2,4.0111634359025095,116.0,MID,Man City,2,1.0,0.0,0.0,58,0,0,0,53
5,Mathew Ryan,6,2020-10-26,2020,3.69699780243998,3.4672469346949684,4.3124308018178334,3.627087428046128,4.5,3.4107385281972813,45.0,GK,Brighton,2,1.0,0.0,0.0,58,0,0,0,53
6,Danny Ings,6,2020-10-25,2020,5.282990977488447,4.317059574363772,3.9761142215049023,5.389736520430094,4.9,3.585637820859862,85.0,FWD,Southampton,10,1.0,0.0,0.0,58,0,0,0,53
7,Che Adams,6,2020-10-25,2020,3.914828573298625,3.366615451525337,3.0773740275599373,4.027349999256388,3.6,3.15254898604802,58.0,FWD,Southampton,8,1.0,0.0,0.0,58,0,0,0,53
8,Timothy Castagne,6,2020-10-25,2020,3.190743466886554,3.086315365860443,2.682910389864772,3.411815788508568,3.4,3.1590084269691383,58.0,DEF,Leicester,6,1.0,0.0,0.0,58,0,0,0,53
9,Trent Alexander-Arnold,6,2020-10-24,2020,5.1447544673538825,4.341398722307879,3.8357986060680433,4.126761094210378,4.7,3.0626686307402045,75.0,DEF,Liverpool,2,1.0,0.0,0.0,58,0,0,0,53
10,Tyrick Mitchell,6,2020-10-24,2020,3.4062348431649343,3.402409177656585,3.762909872425664,3.131750825239178,4.0,3.2196673790515797,42.0,DEF,Crystal Palace,2,1.0,0.0,0.0,58,0,0,0,53
11,Lukasz Fabianski,6,2020-10-24,2020,2.784685397457066,2.851597271285216,3.0346350476264665,3.3393414846912908,3.0,2.9052997408081884,50.0,GK,West Ham,7,0.0,0.0,1.0,0,0,0,0,53
12,Aaron Connolly,6,2020-09-14,2020,2.654783572469509,2.898413800539569,3.1641522994523994,2.773774433553979,0.0,2.835205445395966,53.0,FWD,Brighton,0,0.0,0.0,1.0,0,0,0,0,53
13,Ryan Fredericks,6,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,1.592679120823334,0.0,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,53
14,Virgil van Dijk,6,2020-09-12,2020,4.313465105723562,4.069177666700694,3.483036833075083,3.8335528449373597,0.0,3.0638797267202014,65.0,DEF,Liverpool,0,0.0,0.0,1.0,0,0,0,0,53
0,Bruno Miguel Borges Fernandes,7,2020-11-01,2020,5.5979916747650655,5.39614792226846,5.326541168398223,5.539611204013998,6.5,3.695364847557919,105.0,MID,Man Utd,2,1.0,1.0,0.0,39,0,0,0,33
1,Pierre-Emerick Aubameyang,7,2020-11-01,2020,5.327636498984819,5.741649239413414,4.560532606451679,5.434474705910512,5.8,3.1697543086534443,117.0,MID,Arsenal,8,1.0,0.0,0.0,39,0,0,0,33
2,Raheem Sterling,7,2020-10-31,2020,6.273709069288628,5.93548935652632,6.077443547544436,6.03517164176264,6.3,3.5469182097732372,116.0,MID,Man City,3,1.0,0.0,0.0,39,0,0,0,33
3,Yves Bissouma,7,2020-11-01,2020,1.7208591378869276,2.75535809331802,3.045504014746588,3.007664704343161,2.5,2.90105362740767,45.0,MID,Brighton,2,1.0,0.0,0.0,39,0,0,0,33
4,Wilfried Zaha,7,2020-10-30,2020,3.8976845474157766,4.549035996350504,4.086566363920949,4.542678662013664,4.7,3.5241583950536928,73.0,MID,Crystal Palace,1,1.0,0.0,0.0,39,0,0,0,33
5,Lukasz Fabianski,7,2020-10-31,2020,2.5957057760530287,3.118750654839023,3.621230096012331,3.781046365346842,3.4,3.0371939541247963,50.0,GK,West Ham,2,1.0,0.0,0.0,39,0,0,0,33
6,Danny Ings,7,2020-11-01,2020,4.948321583204836,6.01796294400233,4.351425887257121,5.649202414333942,5.0,3.5352246163182697,85.0,FWD,Southampton,6,1.0,0.0,0.0,39,0,0,0,33
7,Che Adams,7,2020-11-01,2020,3.635032066535213,3.8852564891272885,3.3912746406876444,4.272489310410961,3.8,3.373600516749924,58.0,FWD,Southampton,5,1.0,0.0,0.0,39,0,0,0,33
8,Antonee Robinson,7,2020-11-02,2020,3.675545661438666,3.5737237197392724,3.553267491103784,3.1152066530087787,3.8,3.41645391109118,44.0,DEF,Fulham,7,1.0,0.0,0.0,39,0,0,0,33
9,Trent Alexander-Arnold,7,2020-10-31,2020,5.2329856806754576,4.796850142752562,3.7975051247768814,4.3681038495555065,4.9,3.109591449735055,74.0,DEF,Liverpool,2,1.0,0.0,0.0,39,0,0,0,33
10,Luke Thomas,7,2020-11-02,2020,3.8971796338256066,3.919427501556481,3.820653285901409,3.822269872131877,4.3,3.6743934990485316,43.0,DEF,Leicester,1,1.0,0.0,0.0,39,0,0,0,33
11,Mathew Ryan,7,2020-09-14,2020,2.8843555562507506,3.3937045412150915,3.707700988209245,3.5240186947854006,0.0,3.206810414768018,45.0,GK,Brighton,0,0.0,0.0,1.0,0,0,0,0,33
12,Aaron Connolly,7,2020-09-14,2020,2.654783572469509,2.898413800539569,3.1641522994523994,2.773774433553979,0.0,2.835205445395966,53.0,FWD,Brighton,0,0.0,0.0,1.0,0,0,0,0,33
13,Ryan Fredericks,7,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,1.592679120823334,0.0,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,33
14,Tyrick Mitchell,7,2020-09-12,2020,2.8898190568232236,3.154388949429213,2.979048707946542,2.9347686673602817,0.0,3.078435269711777,39.0,DEF,Crystal Palace,0,0.0,0.0,1.0,0,0,0,0,33
0,Raheem Sterling,8,2020-11-08,2020,5.755723761702317,5.025877795682939,4.655229395083638,5.281349206182083,5.9,3.542790131854773,116.0,MID,Man City,1,1.0,1.0,0.0,66,0,0,0,60
1,Bruno Miguel Borges Fernandes,8,2020-11-07,2020,5.527932859462941,6.851502949224066,5.961196376932912,5.885832064440218,5.3,3.8752046604935484,105.0,MID,Man Utd,17,1.0,0.0,0.0,66,0,0,0,60
2,Wilfried Zaha,8,2020-11-07,2020,5.1867970144424875,4.614454091105362,4.231013240783343,4.436575625021961,4.9,3.452851573132809,74.0,MID,Crystal Palace,5,1.0,0.0,0.0,66,0,0,0,60
3,Pierre-Emerick Aubameyang,8,2020-11-08,2020,6.032523273043124,4.4353165802971635,4.4213873689124945,5.5792207556437114,5.5,3.4763945143226533,117.0,MID,Arsenal,2,1.0,0.0,0.0,66,0,0,0,60
4,Yves Bissouma,8,2020-11-06,2020,2.5726189518558216,3.501643446935148,3.126979762373117,3.2401948907000664,3.2,3.1388219860143844,45.0,MID,Brighton,2,1.0,0.0,0.0,66,0,0,0,60
5,Lukasz Fabianski,8,2020-11-07,2020,4.381665157135783,4.4450084350739365,4.422878117326409,3.838094351677311,4.3,3.48083161301112,50.0,GK,West Ham,15,1.0,0.0,0.0,66,0,0,0,60
6,Che Adams,8,2020-11-06,2020,4.144704553017934,4.166554567562281,3.3126786262949577,4.5549017097838,3.8,3.3615000450741954,58.0,FWD,Southampton,7,1.0,0.0,0.0,66,0,0,0,60
7,Dominic Calvert-Lewin,8,2020-11-07,2020,4.481334460105273,4.5894988937079635,3.579544810982017,4.1270015316348365,4.7,3.6912741302912484,77.0,FWD,Everton,5,1.0,0.0,0.0,66,0,0,0,60
8,Trent Alexander-Arnold,8,2020-11-08,2020,3.923255711233228,3.168765953941717,3.225386480604686,3.684704534875965,3.7,3.0957547301337565,74.0,DEF,Liverpool,2,1.0,0.0,0.0,66,0,0,0,60
9,Antonee Robinson,8,2020-11-07,2020,2.806623626800216,2.1413021592417163,2.7266902277907543,2.78303890703402,2.4,2.983517525068576,44.0,DEF,Fulham,2,1.0,0.0,0.0,66,0,0,0,60
10,Luke Thomas,8,2020-11-08,2020,3.1547267235290084,3.5375634472071367,3.2941441088280383,3.0328496822017987,3.2,3.5320981448085145,43.0,DEF,Leicester,1,1.0,0.0,0.0,66,0,0,0,60
11,Mathew Ryan,8,2020-11-06,2020,3.2083775631593063,4.145247620256948,3.7426824227575897,3.3717765014628296,3.7,3.2913732003302147,45.0,GK,Brighton,6,0.0,0.0,1.0,0,0,0,0,60
12,Aaron Connolly,8,2020-11-06,2020,1.5316157640835453,1.7848063172069224,2.3238924945520005,2.2510127138383,2.0,2.336924417525551,54.0,FWD,Brighton,1,0.0,0.0,1.0,0,0,0,0,60
13,Ryan Fredericks,8,2020-09-12,2020,1.5179085903535452,1.5923335750813925,2.1475377460240397,1.592679120823334,0.0,2.296463462033529,42.0,DEF,West Ham,0,0.0,0.0,1.0,0,0,0,0,60
14,Tyrick Mitchell,8,2020-09-12,2020,2.8898190568232236,3.154388949429213,2.979048707946542,2.9347686673602817,0.0,3.078435269711777,39.0,DEF,Crystal Palace,0,0.0,0.0,1.0,0,0,0,0,60
0,Bruno Miguel Borges Fernandes,9,2020-11-21,2020,6.728456229827112,6.563706503003201,5.94258384906265,6.3114618628876045,7.5,4.905030501558544,107.0,MID,Man Utd,11,1.0,1.0,0.0,64,0,0,0,64
1,Pierre-Emerick Aubameyang,9,2020-11-22,2020,6.195538265951607,6.386386016980863,4.379051069655584,4.883014456515443,6.2,3.661543129373082,117.0,MID,Arsenal,3,1.0,0.0,0.0,64,0,0,0,64
2,Yves Bissouma,9,2020-11-21,2020,2.312109207489553,2.5294014895699943,2.9039989920521325,2.7839608279790378,2.8,2.787358556097116,45.0,MID,Brighton,1,1.0,0.0,0.0,64,0,0,0,64
3,Jack Grealish,9,2020-11-21,2020,5.4270963899187645,5.424358283101075,4.423514816529027,5.37582040380609,5.8,4.157704533957539,76.0,MID,Aston Villa,1,1.0,0.0,0.0,64,0,0,0,64
4,Raheem Sterling,9,2020-11-21,2020,3.6949449842726745,2.5338384930746316,3.1772411742237665,4.6167916652646594,3.7,3.104480482302676,115.0,MID,Man City,1,1.0,0.0,0.0,64,0,0,0,64
5,Lukasz Fabianski,9,2020-11-22,2020,3.6473125270559,3.7985265162640975,3.6678753259315338,3.9826596669861387,3.9,3.8560452475197913,50.0,GK,West Ham,9,1.0,0.0,0.0,64,0,0,0,64
6,Dominic Calvert-Lewin,9,2020-11-22,2020,5.007078970511801,5.084339078112822,4.568468694097202,4.464770590812762,6.2,3.649889047004318,78.0,FWD,Everton,13,1.0,0.0,0.0,64,0,0,0,64
7,Che Adams,9,2020-11-23,2020,3.352058808614169,3.91458834102893,3.529687078699112,4.516651457168528,3.9,3.278140869577831,59.0,FWD,Southampton,7,1.0,0.0,0.0,64,0,0,0,64
